id,medium_id,substance_id,substance_name,amount,unit_id,units,note,synonym
874,K7 agar,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
875,K7 agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),1,UO_0000021,g,,
876,K7 medium,CHEBI:17634,#NAME?,1,UO_0000021,g,,
877,K7 medium,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
878,K7 medium,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),1,UO_0000021,g,,
879,ASW,CHEBI:26710,#NAME?,23.48,UO_0000021,g,,
880,ASW,CHEBI:6636,#NAME?,4.98,UO_0000021,g,,
881,ASW,CHEBI:32149,#NAME?,3.92,UO_0000021,g,,
882,ASW,CHEBI:3312,#NAME?,1.1,UO_0000021,g,,
883,ASW,CHEBI:32588,#NAME?,0.66,UO_0000021,g,,
884,ASW,CHEBI:32139,#NAME?,0.19,UO_0000021,g,,
885,ASW,CHEBI:33118,#NAME?,0.026,UO_0000021,g,,
886,ASW,CHEBI:36383,#NAME?,0.024,UO_0000021,g,,
887,ASW,CHEBI:32030,#NAME?,6,UO_0000022,mg,,
888,ASW,CHEBI:28741,#NAME?,3,UO_0000021,g,,
889,Zymomonas medium,CHEBI:17634,#NAME?,20,UO_0000021,g,,
890,Zymomonas medium,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
891,Zymomonas agar,CHEBI:17634,#NAME?,20,UO_0000021,g,,
892,Zymomonas agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,as bacto peptone,
893,Zymomonas agar,N4L.m_p:00006,Yeast extract,10,UO_0000021,g,,
894,AAM medium,N4L.m_p:00050,Casamino acids,7,UO_0000021,g,,
895,AAM medium,N4L.m_p:00006,Yeast extract,7,UO_0000021,g,,
896,AAM medium,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5,UO_0000021,g,,
897,AAM medium,N4L.m_p:00015,Beef extract,5,UO_0000021,g,,
898,AAM medium,CHEBI:32954,#NAME?,2.5,UO_0000021,g,,
899,AAM medium,CHEBI:31795,#NAME?,200,UO_0000022,mg,,
900,AAM medium,N4L.m_p:00017,MnSO4 1H2O,50,UO_0000022,mg,,
901,AAM medium,CHEBI:53426,#NAME?,1,UO_0000098,mL,as Tweentm 80,
902,Bushnell-Haas broth,CHEBI:63036,#NAME?,1,UO_0000021,g,,
903,Bushnell-Haas broth,N4L.m_p:00004,"Potassium phosphate, dibasic",1,UO_0000021,g,,
904,Bushnell-Haas broth,CHEBI:63038,#NAME?,1,UO_0000021,g,,
905,Bushnell-Haas broth,CHEBI:31795,#NAME?,0.2,UO_0000021,g,,
906,Bushnell-Haas broth,CHEBI:30808,#NAME?,0.05,UO_0000021,g,,
907,Bushnell-Haas broth,CHEBI:3312,#NAME?,0.02,UO_0000021,g,As CaCl2 2H2O,
908,Bushnell-Haas agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,or 20g,
909,Bushnell-Haas agar,CHEBI:63036,#NAME?,1,UO_0000021,g,,
910,Bushnell-Haas agar,N4L.m_p:00004,"Potassium phosphate, dibasic",1,UO_0000021,g,,
911,Bushnell-Haas agar,CHEBI:63038,#NAME?,1,UO_0000021,g,,
912,Bushnell-Haas agar,CHEBI:31795,#NAME?,0.2,UO_0000021,g,,
913,Bushnell-Haas agar,CHEBI:30808,#NAME?,0.05,UO_0000021,g,,
914,Bushnell-Haas agar,CHEBI:3312,#NAME?,0.02,UO_0000021,g,As CaCl2 2H2O,
915,NMS medium,N4L.m_p:00052,Noble agar,12.5,UO_0000021,g,(purified agar),
916,NMS medium,CHEBI:31795,#NAME?,1,UO_0000021,g,,
917,NMS medium,CHEBI:63043,#NAME?,1,UO_0000021,g,,
918,NMS medium,CHEBI:34683,#NAME?,0.717,UO_0000021,g,as Na2HPO4 12H2O,
919,NMS medium,CHEBI:63036,#NAME?,0.272,UO_0000021,g,,
920,NMS medium,CHEBI:3312,#NAME?,0.2,UO_0000021,g,As CaCl2 6H2O,
921,NMS medium,N4L.m_p:00067,Ferric ammonium EDTA,4,UO_0000022,mg,,
922,NMS medium,10.1601/mixture.exemplar.13,Err:504,0.5,UO_0000098,mL,,
923,CIN agar,CHEBI:16899,#NAME?,20,UO_0000021,g,,
924,CIN agar,N4L.m_p:00001,Bacto™ agar,12,UO_0000021,g,,
925,CIN agar,N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),10,UO_0000021,g,special peptone in 20 g in FDA,
926,CIN agar,N4L.m_p:00015,Beef extract,5,UO_0000021,g,special peptone in 20 g in FDA,
927,CIN agar,CHEBI:50144,#NAME?,2,UO_0000021,g,,
928,CIN agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,special peptone in 20 g in FDA,
929,CIN agar,N4L.m_p:00006,Yeast extract,2,UO_0000021,g,,
930,CIN agar,CHEBI:26710,#NAME?,1,UO_0000021,g,,
931,CIN agar,CHEBI:9177,#NAME?,0.5,UO_0000021,g,,
932,CIN agar,CHEBI:31795,#NAME?,10,UO_0000022,mg,"only added in FDA as well as StCl2 (10mL of 10%)  & Sodium hydroxide, [5 N] 1 ml",
933,CIN agar,N4L.m_p:00012,Neutral red,30,UO_0000022,mg,,
934,CIN agar,CHEBI:3507,#NAME?,15,UO_0000022,mg,,
935,CIN agar,CHEBI:164200,#NAME?,4,UO_0000022,mg,as Irgasan® ,
936,CIN agar,CHEBI:28368,#NAME?,2.5,UO_0000022,mg,,
937,CIN agar,N4L.m_p:00013,Crystal violet,1,UO_0000022,mg,,
938,sea water agar,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,bring to one liter with tap water,
939,sea water agar,N4L.m_p:00015,Beef extract,10,UO_0000021,g,bring to one liter with tap water,
940,sea water agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,bring to one liter with tap water,
941,sea water agar,N4L.m_p:00057,Sea water,750,UO_0000098,mL,bring to one liter with tap water. See preparation for instructions on preparation.,
942,SWA (synthetic formulation),N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,synthetic formulation,
943,SWA (synthetic formulation),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,synthetic formulation,
944,SWA (synthetic formulation),N4L.m_p:00006,Yeast extract,5,UO_0000021,g,synthetic formulation,
945,SWA (synthetic formulation),N4L.m_p:00015,Beef extract,5,UO_0000021,g,synthetic formulation,
946,SWA (synthetic formulation),10.1601/mixture.exemplar.28,Err:504,1,UO_0000099,L,synthetic formulation,
947,Ogawa egg medium,N4L.m_p:00054,Whole eggs,200,UO_0000098,mL,must be homogenized,
948,Ogawa egg medium,10.1601/mixture.exemplar.32,Err:504,100,UO_0000098,mL,,
949,Ogawa egg medium,CHEBI:17754,#NAME?,6,UO_0000098,mL,,
950,Ogawa egg medium,CHEBI:72449,#NAME?,6,UO_0000098,mL,as a 2% solution,
951,BCYE,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
952,BCYE,N4L.m_p:00006,Yeast extract,10,UO_0000021,g,,
953,BCYE,CHEBI:39061,#NAME?,10,UO_0000021,g,,
954,BCYE,N4L.m_p:00049,Activated carbon,2,UO_0000021,g,,
955,BCYE,CHEBI:16810,#NAME?,1,UO_0000021,g,added in Atlas but not DSMZ.,
956,BCYE,CHEBI:17561,#NAME?,0.4,UO_0000021,g,L-cysteine HCl H2O (add after autoclave),
957,BCYE,N4L.m_p:00056,Iron pyrophosphate,0.25,UO_0000021,g,as Fe4(P2O7)3 9H2O,
958,APT agar,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
959,APT agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
960,APT agar,CHEBI:17634,#NAME?,10,UO_0000021,g,,
961,APT agar,N4L.m_p:00006,Yeast extract,7.5,UO_0000021,g,,
962,APT agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
963,APT agar,CHEBI:63036,#NAME?,5,UO_0000021,g,,
964,APT agar,CHEBI:53258,#NAME?,5,UO_0000021,g,,
965,APT agar,CHEBI:29377,#NAME?,1.25,UO_0000021,g,omitted from some formulations.,
966,APT agar,CHEBI:63041,#NAME?,0.14,UO_0000021,g,as MnCl2 4H2O,
967,APT agar,CHEBI:31795,#NAME?,0.8,UO_0000021,g,,
968,APT agar,CHEBI:53426,#NAME?,0.2,UO_0000021,g,,
969,APT agar,N4L.m_p:00014,FeSO4 7H2O,0.04,UO_0000021,g,,
970,APT agar with Thiamine HCl,CHEBI:18385,#NAME?,1,UO_0000022,mg,As Thiamine HCl. included in some formulations (BD & https://media.vwr.com/stibo/hi_res/8041798.pdf),
971,APT broth,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
972,APT broth,CHEBI:17634,#NAME?,10,UO_0000021,g,,
973,APT broth,N4L.m_p:00006,Yeast extract,7.5,UO_0000021,g,,
974,APT broth,CHEBI:26710,#NAME?,5,UO_0000021,g,,
975,APT broth,CHEBI:63036,#NAME?,5,UO_0000021,g,,
976,APT broth,CHEBI:53258,#NAME?,5,UO_0000021,g,,
977,APT broth,CHEBI:29377,#NAME?,1.25,UO_0000021,g,omitted from some formulations.,
978,APT broth,CHEBI:63041,#NAME?,0.14,UO_0000021,g,as MnCl2 4H2O,
979,APT broth,CHEBI:31795,#NAME?,0.8,UO_0000021,g,,
980,APT broth,CHEBI:53426,#NAME?,0.2,UO_0000021,g,,
981,APT broth,N4L.m_p:00014,FeSO4 7H2O,0.04,UO_0000021,g,,
982,APT broth with Thiamine HCL,CHEBI:18385,#NAME?,1,UO_0000022,mg,As Thiamine HCl. included in some formulations (BD & https://media.vwr.com/stibo/hi_res/8041798.pdf),
983,Luedemann medium,N4L.m_p:00001,Bacto™ agar,1.5,UO_0000021,g,,
984,Luedemann medium,N4L.m_p:00023,Malt extract,1.5,UO_0000021,g,,
985,Luedemann medium,CHEBI:17634,#NAME?,1,UO_0000021,g,,
986,Luedemann medium,N4L.m_p:00009,Soluble starch,1,UO_0000021,g,,
987,Luedemann medium,CHEBI:26710,#NAME?,0.5,UO_0000021,g,,
988,Luedemann medium,N4L.m_p:00006,Yeast extract,0.5,UO_0000021,g,,
989,Luedemann medium,CHEBI:3311,#NAME?,0.2,UO_0000021,g,,
990,Hayflick medium,10.1601/mixture.exemplar.5,Err:504,70,UO_0000098,mL,per 107.5 mL,
991,Hayflick medium,N4L.m_p:00047,Horse serum,20,UO_0000098,mL,,
992,Hayflick medium,10.1601/mixture.exemplar.29,Err:504,10,UO_0000098,mL,,
993,Hayflick medium,10.1601/mixture.exemplar.40,Err:504,5,UO_0000098,mL,,
994,Hayflick medium,10.1601/mixture.exemplar.30,Err:504,2.5,UO_0000098,mL,,
995,Flavobacterium medium,CHEBI:64220,#NAME?,4,UO_0000021,g,,
996,Flavobacterium medium,N4L.m_p:00004,"Potassium phosphate, dibasic",0.65,UO_0000021,g,,
997,Flavobacterium medium,CHEBI:63005,#NAME?,0.5,UO_0000021,g,,
998,Flavobacterium medium,CHEBI:63036,#NAME?,0.19,UO_0000021,g,,
999,Flavobacterium medium,CHEBI:31795,#NAME?,0.1,UO_0000021,g,,
1000,Flavobacterium medium,10.1601/mixture.exemplar.23,Err:504,2,UO_0000098,mL,,
