?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0007558>	"clamp cell formation phenotype"		"A xxx phenotype relating to the formation of clamp cells, which are hook-shaped cells found at the septa of dikaryotic hyphae. Clamp cells develop from the most apical cells (tip cells) of the dikaryotic hyphae."
<http://purl.obolibrary.org/obo/OMP_0007559>	"clamp connection morphology phenotype"		
<http://purl.obolibrary.org/obo/OMP_0007560>	"conidiation phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype. | An asexual sporulation phenotype relating to the formation of a conidium, which is a nonmotile spore formed by higher fungi; conidia are typically produced by conversion of hyphal elements, or are borne on sporogenous cells on or within specialized structures termed conidiophores."
<http://purl.obolibrary.org/obo/OMP_0007561>	"meiotic nuclear division phenotype"	"abnormal meiosis | normal meiosis"	"A cellular process phenotype related to one or both of the nuclear divisions that occur as part of the meiotic cell cycle. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007562>	"presence of meiotic nuclear division"		"A meiotic nuclear division phenotype in which both the first and second meiotic nuclear divisions occur."
<http://purl.obolibrary.org/obo/OMP_0007563>	"absence of meiotic nuclear division"		"A meiotic nuclear division phenotype in which both the first and second meiotic nuclear divisions are absent."
<http://purl.obolibrary.org/obo/OMP_0007564>	"altered meiotic nuclear division"		"A meiotic nuclear division phenotype where one or both of the meiotic nuclear divisons is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007565>	"abolished meiotic nuclear division"		"An altered meiotic nuclear division phenotype in which one or both meiotic nuclear divisions is abolished."
<http://purl.obolibrary.org/obo/OMP_0007566>	"abolished meiosis I"		"An abolished meiotic nuclear division phenotype in which the first meiotic nuclear division, in which homologous chromosomes are normally paired and segregated from each other, does not occur."
<http://purl.obolibrary.org/obo/OMP_0007567>	"abolished meiosis II"		"An abolished meiotic nuclear division phenotype in which the second meiotic nuclear division, in which two chromatids in each chromosome are normally separated, does not occur."
<http://purl.obolibrary.org/obo/OMP_0007568>	"resistance to stress phenotype"	"sensitive to a stress | resistant to a stress"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype.\n\nUse a descendant of this term if you have assayed growth of cells exposed to a stress in culture. If you have assayed the response to a stress at the subcellular or molecular level, consider annotating to one of the descendants of 'response to stress phenotype' (OMP:0000173). | A population growth phenotype related to the resistance or sensitivity that microbes in a population show when exposed to a stress. Typically, a population is deemed resistant to a stress if microbes in the population continue to grow and multiply when exposed to the stress. A population is deemed sensitive to a stress if microbes in the population stop growing and multiplying (and may die) when exposed to the stress."
<http://purl.obolibrary.org/obo/OMP_0007569>	"resistance to oxidative stress phenotype"	"resistance to hydrogen peroxide stress"	"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to oxidative stress, such as exposure to reactive oxygen species or reactive nitrogen species."
<http://purl.obolibrary.org/obo/OMP_0007570>	"presence of resistance to oxidative stress"	"resistant to oxidative stress"	"A resistance to oxidative stress phenotype where microbes in a population continue to grow and divide when exposed to oxidative stress."
<http://purl.obolibrary.org/obo/OMP_0007571>	"absence of resistance to oxidative stress"	"sensitive to oxidative stress"	"A resistance to oxidative stress phenotype where microbes in a population stop growing (and may die) when exposed to oxidative stress."
<http://purl.obolibrary.org/obo/OMP_0007572>	"altered resistance to stress"		"A resistance to stress phenotype where the resistance or sensitivity that microbes in a population show when exposed to a stress is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007573>	"resistance to pH shock phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that a microbial population shows when exposed to environmental pH at or below 6.5."
<http://purl.obolibrary.org/obo/OMP_0007574>	"resistance to alkaline pH stress phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to environmental alkaline pH (typically, pH >7.5)."
<http://purl.obolibrary.org/obo/OMP_0007575>	"resistance to dessication stress phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to dessication stress."
<http://purl.obolibrary.org/obo/OMP_0007576>	"resistance to radiation stress phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to radiation."
<http://purl.obolibrary.org/obo/OMP_0007577>	"resistance to chemical stress phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to a chemical."
<http://purl.obolibrary.org/obo/OMP_0007578>	"resistance to cold shock phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity of a microbial population to cold shock. Cold shock is a form of temperature stress in which cells are briefly exposed to a low temperature, usually below the lowest growth temperature of the microbe."
<http://purl.obolibrary.org/obo/OMP_0007579>	"resistance to heat shock phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity of a microbial population to heat shock. Heat shock is a form of temperature stress in which cells are briefly exposed to a high temperature, usually above the highest growth temperature of the microbe."
<http://purl.obolibrary.org/obo/OMP_0007580>	"presence of resistance to cold shock"	"cold resistant | resistant to low temperature"	"A resistance to cold phenotype where microbes in a population continue to grow and divide when exposed to a temperature below the optimal growth temperature of the microbe."
<http://purl.obolibrary.org/obo/OMP_0007581>	"absence of resistance to cold shock"	"cold sensitivity | cold sensitive"	"A resistance to cold phenotype where microbes in a population stop growing (and may die) when exposed to a temperature below the optimal growth temperature of the microbe."
<http://purl.obolibrary.org/obo/OMP_0007582>	"altered resistance to cold shock"		"A resistance to cold shock phenotype where the resistance or sensitivity of a microbial population to a cold shock is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007583>	"presence of resistance to heat shock"	"resistant to heat shock | resistance to heat shock"	"A resistance to heat shock phenotype where a microbial population is resistant to heat shock."
<http://purl.obolibrary.org/obo/OMP_0007584>	"absence of resistance to heat shock"	"sensitive to heat shock"	"A resistance to heat shock phenotype where a microbial population stops growing and may begin to die when exposed to a heat shock."
<http://purl.obolibrary.org/obo/OMP_0007585>	"altered resistance to heat"		"A resistance to heat shock phenotype where the resistance or sensitivity of a microbial population to heat shock is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007586>	"altered resistance to chemical stress"		"A resistance to chemical stress phenotype where the resistance or sensitivity that microbes in a population show when exposed to a chemical stress is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007587>	"increased resistance to cold shock"		"An altered resistance to cold phenotype where the resistance of microbes in a population to temperatures below the optimal growth temperature is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007588>	"decreased resistance to cold shock"		"An altered resistance to cold phenotype where the resistance of microbes in a population to temperatures below the optimal growth temperature is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007589>	"abolished resistance to cold shock"		"A decreased resistance to cold phenotype where the resistance of microbes in a population to temperature below the optimal growth temperature is abolished."
<http://purl.obolibrary.org/obo/OMP_0007590>	"increased resistance to heat"		"An altered resistance to heat shock phenotype where the resistance of a microbial population to heat shock is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007591>	"decreased resistance to heat shock"		"An altered resistance to heat shock phenotype where the resistance of a microbial population to heat shock is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007592>	"abolished resistance to heat shock"		"A decreased resistance to heat shock phenotype where the resistance of a microbial population to heat shock is abolished."
<http://purl.obolibrary.org/obo/OMP_0007593>	"resistance to freeze-thaw stress phenotype"		"A resistance to stress phenotype related to the resistance or sensitivity that microbes in a population show when exposed to repeated cycles of freezing and thawing."
<http://purl.obolibrary.org/obo/OMP_0007594>	"altered resistance to radiation stress"		"A resistance to radiation stress phenotype where the resistance or sensitivity that microbes in a population show when exposed to radiation stress is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007595>	"presence of population growth"		"A population growth phenotype where a microbial population is able to reproduce."
<http://purl.obolibrary.org/obo/OMP_0007596>	"absence of population growth"		"A population growth phenotype where the number of individuals in a microbial population does not increase."
<http://purl.obolibrary.org/obo/OMP_0007597>	"increased population growth"		"An altered population growth phenotype where the rate, frequency, timing, or extent of reproduction of a microbial population is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007598>	"decreased population growth"		"An altered population growth phenotype where the rate, frequency, timing, or extent of reproduction of a microbial population is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007599>	"abolished population growth"		"A decreased population growth phenotype where reproduction of a microbial population is abolished."
<http://purl.obolibrary.org/obo/OMP_0007600>	"presence of chromosome segregation"		"A chromosome segregation phenotype where replicated chromosome(s) are physically separated and apportioned as a set to daughter cells."
<http://purl.obolibrary.org/obo/OMP_0007601>	"absence of chromosome segregation"		"A chromosome segregation phenotype where replicated chromosome(s) are not apportioned as a set to daughter cells."
<http://purl.obolibrary.org/obo/OMP_0007602>	"DNA break phenotype"		"A genetic material phenotype related to the occurrence of DNA breaks in chromosomal DNA. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007603>	"presence of DNA breaks"		"A DNA break phenotype where breaks in chromosomal DNA occur."
<http://purl.obolibrary.org/obo/OMP_0007604>	"absence of DNA breaks"		"A DNA break phenotype where breaks in chromosomal DNA don't occur."
<http://purl.obolibrary.org/obo/OMP_0007605>	"altered frequency of DNA breaks"		"A DNA break phenotype where the frequency of breaks in chromosomal DNA is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007606>	"increased frequency of DNA breaks"		"An altered frequency of DNA breaks phenotype where the frequency of breaks in chromosomal DNA is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007607>	"decreased frequency of DNA breaks"		"An altered frequency of DNA breaks phenotype where the frequency of breaks in chromosomal DNA is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007608>	"abolished DNA breaks"		"A decreased frequency of DNA breaks phenotype where DNA breaks are abolished."
<http://purl.obolibrary.org/obo/OMP_0007609>	"presence of single-strand DNA breaks"		"A presence of DNA break phenotype where single-strand breaks in chromosomal DNA occur."
<http://purl.obolibrary.org/obo/OMP_0007610>	"presence of double-strand DNA breaks"		"A presence of DNA break phenotype where double-strand breaks in chromosomal DNA occur."
<http://purl.obolibrary.org/obo/OMP_0007611>	"absence of single-strand DNA breaks"		"An absence of DNA breaks phenotype where single-strand DNA breaks  don't occur."
<http://purl.obolibrary.org/obo/OMP_0007612>	"absence of double-strand DNA breaks"		"An absence of DNA breaks phenotype where double-strand DNA breaks don't occur."
<http://purl.obolibrary.org/obo/OMP_0007613>	"increased frequency of single-strand DNA breaks"		"An increased frequency of DNA breaks phenotype where the frequency of single-strand breaks in chromosomal DNA is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007614>	"increased frequency of double-strand DNA breaks"		"An increased frequency of DNA breaks phenotype where the frequency of double-strand breaks in chromosomal DNA is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007615>	"decreased frequency of single-strand DNA breaks"		"A decreased frequency of DNA breaks phenotype where the frequency of single-strand breaks in chromosomal DNA is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007616>	"decreased frequency of double-strand DNA breaks"		"A decreased frequency of DNA breaks phenotype where the frequency of double-strand breaks in chromosomal DNA is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007617>	"Holliday junction structure phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A genetic material phenotype related to the occurrence of Holliday junction structures in chromosomal DNA."
<http://purl.obolibrary.org/obo/OMP_0007618>	"presence of Holliday junction structures"		"A Holliday junction structure phenotype where Holliday junction structures are present in chromosomal DNA."
<http://purl.obolibrary.org/obo/OMP_0007619>	"absence of Holliday junction structures"		"A Holliday junction structure phenotype where Holliday junction structures are not present in chromosomal DNA."
<http://purl.obolibrary.org/obo/OMP_0007620>	"altered frequency of Holliday junction structures"		"A Holliday junction structure phenotype where the frequency of Holliday junction structures in chromosomal DNA is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007621>	"increased frequency of Holliday junction structures"		"An altered frequency of Holliday junction phenotype where the frequency of Holliday junction structures in chromosomal DNA is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007622>	"decreased frequency of Holliday junction structures"		"An altered frequency of Holliday junction phenotype where the frequency of Holliday junction structures in chromosomal DNA is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007623>	"abolished Holliday junction structures"		"A decreased frequency of Holliday junction structure phenotype where the occurrence of Holliday junction structures in chromosomal DNA is abolished."
<http://purl.obolibrary.org/obo/OMP_0007624>	"presence of chitin in cell wall"		"A presence of cell wall phenotype where the cell wall of a microbe contains chitin (CHEBI:17029)."
<http://purl.obolibrary.org/obo/OMP_0007625>	"absence of chitin in cell wall"		"A presence of cell wall phenotype where the cell wall of a microbe doesn't contain chitin (CHEBI:17029)."
<http://purl.obolibrary.org/obo/OMP_0007626>	"altered cell wall chitin level"		"An altered cell wall morphology phenotype where the amount of chitin (CHEBI:17029) measured in the cell wall of a microbe is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007627>	"increased cell wall chitin level"		"An altered cell wall chitin level phenotype where the amount of chitin measured in the cell wall of a microbe is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007628>	"decreased cell wall chitin level"		"An altered cell wall chitin level phenotype where the amount of chitin measured in the cell wall is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007629>	"abolished chitin in cell wall"		"A decreased cell wall chitin level phenotype where the amount of chitin in the cell wall is abolished."
<http://purl.obolibrary.org/obo/OMP_0007630>	"altered cell wall protein level"		"An altered cell wall morphology phenotype where the amount of a cell wall protein measured in a cell is altered relative to a designated control. Total cell wall protein or a specific cell wall protein may be affected."
<http://purl.obolibrary.org/obo/OMP_0007631>	"increased cell wall protein level"		"An altered cell wall protein level where the amount of cell wall protein measured in a cell is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007632>	"cell phenotype"		"A microbial phenotype that is observed at the level of an individual cell. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007633>	"cellular physical quality phenotype"		"A cell phenotype that affects any physical object quality of a microbial cell, such as morphology, number, location, etc., of a cell or a cellular component. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007634>	"altered level of substance in cell"		"A cell phenotype in which the amount of a specific substance measured in a cell is altered relative to a designated control. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007635>	"altered protein level"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype. | An altered level of substance in a cell phenotype in which the amount of protein measured in a cell is altered relative to a designated control. Total protein or a specific protein may be affected."
<http://purl.obolibrary.org/obo/OMP_0007636>	"altered polysaccharide level"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype. | An altered level of substance in cell phenotype in which the amount of a polysaccharide measured in a cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007637>	"altered cellular physical quality phenotype"	"abnormal cellular physical quality phenotype"	"A cellular physical quality phenotype where any physical object quality such as morphology, number, location, etc., of a microbial cell or a cellular component is altered relative to a designated control. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007638>	"altered cell phenotype"		"A phenotype observed at the level of an individual cell that is altered relative to a designated control. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007639>	"decreased cell wall protein level"		"An altered cell wall protein level where the amount of cell wall protein measured in a cell is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007640>	"abolished cell wall protein level"		"A decreased cell wall protein level phenotype where the amount of cell wall protein is abolished."
<http://purl.obolibrary.org/obo/OMP_0007641>	"population growth yield phenotype"		"A population growth phenotype related to the number of individuals in a microbial population produced per amount of nutrient(s) consumed."
<http://purl.obolibrary.org/obo/OMP_0007642>	"altered population growth yield"	"altered population density at growth saturation"	"A population growth yield phenotype where the number of microbes produced per amount of nutrient(s) consumed is  altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007643>	"increased population growth yield"	"increased population density at growth saturation"	"An altered population growth yield phenotype where the number of microbes produced per amount of nutrient(s) consumed is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007644>	"decreased population growth yield"	"decreased population density at growth saturation"	"An altered population growth yield phenotype where the number of microbes produced per amount of nutrient(s) consumed is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007645>	"microbial lifestyle phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype related to the typical way of life of a microbe."
<http://purl.obolibrary.org/obo/OMP_0007646>	"free-living lifestyle phenotype"		"Free-living lifestyle phenotypes may  include the expression of flagella, sensing apparati used for\nphoto- and chemotactic behaviour, and quorum sensing pathways. Please request more specific child terms, as needed. | A microbial lifestyle phenotype that is the summative outcome of multiple phenotypes that, acting together, typically provide an organism some advantage while competing for niche space in a fluid medium, unattached to other organisms or non-living, solid material entities."
<http://purl.obolibrary.org/obo/OMP_0007647>	"attached lifestyle phenotype"	"sessile lifestyle phenotype | anchored lifestyle phenotype "	"A microbial lifestyle phenotype relating to whether a microbe grows and reproduces while physically attached to a surface. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype.\n\nMay include the expression of pili or other structures used for attachment, antibiotic compounds, extracellular matrix remodelling proteins, and the like."
<http://purl.obolibrary.org/obo/OMP_0007648>	"presence of an attached lifestyle"		"An attached lifestyle phenotype where a microbe typically grows and reproduces while physically attached to a \n\n\n is the summative outcome of multiple phenotypes that, acting together, typically provide a microbe some advantage while competing for niche space while it is physically anchored to some portion of solid material.\n\nMay include the expression of pili or other structures used for attachment, antibiotic compounds, extracellular matrix remodelling proteins, and the like."
<http://purl.obolibrary.org/obo/OMP_0007649>	"mitomycin resistance phenotype"	"mitomycin C resistance phenotype"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype. | An antimicrobial agent resistance phenotype related to resistance or sensitivity to a mitomycin. Mitomycins are a family of aziridine-containing natural products isolated from Streptomyces."
<http://purl.obolibrary.org/obo/OMP_0007650>	"resistant to mitomycin"		
<http://purl.obolibrary.org/obo/OMP_0007651>	"not resistant to mitomycin"		
<http://purl.obolibrary.org/obo/OMP_0007652>	"altered mitomycin resistance"		"A mitomycin resistance phenotype where resistance to a mitomycin is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007653>	"increased resistance to mitomycin"	"increased resistance to mitomycin C | decreased sensitivity to mitomycin"	"An altered resistance to mitomycin phenotype where resistance to a mitomycin is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007654>	"decreased resistance to mitomycin"	"increased sensitivity to mitomycin C | decreased resistance to mitomycin C | increased sensitivity to mitomycin"	"An altered resistance to mitomycin phenotype where resistance to a mitomycin is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007655>	"abolished resistance to mitomycin"		"A decreased resistance to mitomycin phenotype where resistance to a mitomycin is abolished."
<http://purl.obolibrary.org/obo/OMP_0007656>	"level of substance in cell phenotype"		
<http://purl.obolibrary.org/obo/OMP_0007657>	"level of cellular reactive oxygen species phenotype"		"A cell phenotype relating to the amount of reactive oxygen species (ROS) measured in a cell."
<http://purl.obolibrary.org/obo/OMP_0007658>	"presence of cellular reactive oxygen species"		
<http://purl.obolibrary.org/obo/OMP_0007659>	"absence of cellular reactive oxygen species"		
<http://purl.obolibrary.org/obo/OMP_0007660>	"altered level of cellular reactive oxygen species"		"A cell phenotype where the amount of reactive oxygen species (ROS) measured in a cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007661>	"increased level of cellular reactive oxygen species"		"An altered level of cellular reactive oxygen species where the amount of reactive oxygen species (ROS) measured in a cell is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007662>	"decreased level of cellular reactive oxygen species"		
<http://purl.obolibrary.org/obo/OMP_0007663>	"abolished cellular reactive oxygen species"		
<http://purl.obolibrary.org/obo/OMP_0007666>	"bulging cell morphology"		"An altered cell morphology phenotype where a microbial cell or cells exhibit a prominent bulge not present in the designated control."
<http://purl.obolibrary.org/obo/OMP_0007667>	"filamenting cell morphology"		"An altered cell shape morphology where microbial cells continue to grow and lengthen without undergoing cell division under conditions where the designated control cell continues to both grow and divide."
<http://purl.obolibrary.org/obo/OMP_0007668>	"presence of transport"		"A transport phenotype where a microbe is able to transport a specific substrate(s) into, out of, or within a cell or between cells."
<http://purl.obolibrary.org/obo/OMP_0007669>	"absence of transport"		"A transport phenotype where a microbe doesn't transport a specific substrate(s) into, out of, or within a cell or between cells."
<http://purl.obolibrary.org/obo/OMP_0007670>	"altered transport"		"A transport phenotype where transport of a specific substrate(s) into, out of, or within a cell or between cells is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007671>	"increased transport"		"An altered transport phenotype where transport of a substrate(s) is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007672>	"decreased transport"		"An altered transport phenotype where transport of a substrate(s) is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007673>	"abolished transport"		"A decreased transport phenotype where transport of a substrate(s) is abolished."
<http://purl.obolibrary.org/obo/OMP_0007674>	"molecular function phenotype"		"A microbial phenotype that affects a specific molecular function. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007675>	"transporter activity phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A molecular function phenotype that affects a transporter activity in a microbe."
<http://purl.obolibrary.org/obo/OMP_0007676>	"presence of transporter activity"		"A transporter activity phenotype where a microbe has a specified transporter activity that translocates its substrate at some observed rate."
<http://purl.obolibrary.org/obo/OMP_0007677>	"absence of transporter activity"		"A transporter activity phenotype where a microbe lacks a specific transporter activity."
<http://purl.obolibrary.org/obo/OMP_0007678>	"altered transporter activity"		"An transporter activity phenotype where the observed rate of a specified transporter activity is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007679>	"decreased transporter activity"		"An altered transporter activity phenotype where the observed rate of a specified transporter activity is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007680>	"increased transporter activity"		"An altered transporter activity phenotype where the observed rate of a specified transporter activity is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007681>	"abolished transporter activity"		"A decreased transporter activity phenotype where a specified transporter activity is abolished."
<http://purl.obolibrary.org/obo/OMP_0007682>	"terminal phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype that is the phenotype exhibited by a microbe as it becomes nonviable."
<http://purl.obolibrary.org/obo/OMP_0007683>	"bending cell morphology"		
<http://purl.obolibrary.org/obo/OMP_0007684>	"cell growth phenotype"	"normal cell growth"	"A growth phenotype related to cell growth, which is the process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."
<http://purl.obolibrary.org/obo/OMP_0007685>	"presence of cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A cell growth phenotype where a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."
<http://purl.obolibrary.org/obo/OMP_0007686>	"absence of cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A cell growth phenotype where a cell does not irreversibly increase in size over time by accretion and biosynthetic production of matter similar to that already present."
<http://purl.obolibrary.org/obo/OMP_0007687>	"altered cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A cell growth phenotype where the rate, timing, or extent of cell growth is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007688>	"decreased cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | An altered cell growth phenotype where the rate, timing, or extent of cell growth is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007689>	"increased cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | An altered cell growth phenotype where the rate, timing, or extent of cell growth is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007690>	"abolished cell growth"		"A decreased cell growth phenotype where cell growth is abolished."
<http://purl.obolibrary.org/obo/OMP_0007691>	"vegetative cell growth phenotype"		"A cell growth phenotype related to the growth of a cell in the vegetative growth phase of the life cycle. Cell growth is the process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."
<http://purl.obolibrary.org/obo/OMP_0007692>	"presence of vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A vegetative cell growth phenotype in which cell growth occurs in the vegetative growth phase of the life cycle."
<http://purl.obolibrary.org/obo/OMP_0007693>	"absence of vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A vegetative cell growth phenotype in which cell growth does not occur in the vegetative growth phase of the life cycle."
<http://purl.obolibrary.org/obo/OMP_0007694>	"altered vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A vegetative cell growth phenotype in which the rate, timing, or extent of growth of the cell in the vegetative growth phase of the life cycle is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007695>	"increased vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | An altered vegetative cell growth phenotype in which the rate, timing, or extent of growth of the cell in the vegetative growth phase of the life cycle is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007696>	"decreased vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | An altered vegetative cell growth phenotype in which the rate, timing, or extent of growth of the cell in the vegetative growth phase of the life cycle is decreased relative to a designated control."
