metpo_id	metpo_label	xref_iris	xref_labels	mapping_types	distances	ontologies
METPO:1000649	lithotrophic	['http://purl.obolibrary.org/obo/MICRO_0001459', 'http://purl.obolibrary.org/obo/MICRO_0001495', 'http://purl.obolibrary.org/obo/MICRO_0001453', '<http://purl.jp/bio/10/mpo#MPO_04042>', 'http://purl.obolibrary.org/obo/MICRO_0001476', '<http://purl.jp/bio/10/mpo#MPO_04041>', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001482', '<http://purl.jp/bio/10/mpo#MPO_04013>', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001475', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001499']	['lithotrophic', 'lithotroph', 'lithotrophy', 'Lithoheterotrophic', 'chemolithotrophic', 'Lithoautotrophic', 'chemolithoheterotrophic', 'photolithotrophic', 'Lithotrophic', 'chemolithoautotrophic', 'mixotrophic', 'photolithoheterotrophic', 'chemolithotroph']	['skos:exactMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2955, 0.3205, 0.3919, 0.4109, 0.4208, 0.5009, 0.5589, 0.5648, 0.5654, 0.572, 0.5887, 0.5966]	['MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1000650	methanotrophic	['<http://purl.jp/bio/10/mpo#MPO_04014>', 'http://purl.obolibrary.org/obo/GO_0015948', 'http://purl.obolibrary.org/obo/GO_0015948', '<https://mdatahub.org/data/meo/MEO_0000325>', 'http://purl.obolibrary.org/obo/NCBITaxon_2191', 'http://purl.obolibrary.org/obo/NCBITaxon_2158', 'http://purl.obolibrary.org/obo/GO_0019386', 'http://purl.obolibrary.org/obo/GO_0019385', 'http://purl.obolibrary.org/obo/GO_0019387', 'http://purl.obolibrary.org/obo/MICRO_0000166', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/NCBITaxon_348610', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/CHEBI_37669', 'http://purl.obolibrary.org/obo/CHEBI_37669', 'http://purl.obolibrary.org/obo/GO_0046188']	['Methanotrophic', 'methanogenesis', 'methanogenesis', 'methanogenic process', 'Methanomicrobiales', 'Methanobacteriales', 'methanogenesis, from carbon dioxide', 'methanogenesis, from acetate', 'methanogenesis, from methanol', 'obligate methanogen', 'chemotrophic', 'chemolithoheterotrophic', 'Methanogenium marinum', 'chemolithotrophic', 'chemolithoheterotroph', 'methanopterins', 'methanopterins', 'methane catabolic process']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2969, 0.3123, 0.3123, 0.358, 0.4728, 0.4908, 0.4984, 0.5002, 0.5012, 0.5038, 0.5138, 0.5459, 0.5514, 0.5701, 0.5786, 0.5883, 0.5885, 0.5962]	['UNKNOWN', 'GO', 'GO', 'MEO', 'UNKNOWN', 'UNKNOWN', 'GO', 'GO', 'GO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'CHEBI', 'CHEBI', 'GO']
METPO:1000651	methylotrophic	['<http://purl.jp/bio/10/mpo#MPO_04015>']	['Methylotrophic']	['skos:closeMatch']	[0.2366]	['UNKNOWN']
METPO:1000652	mixotrophic	['http://purl.obolibrary.org/obo/MICRO_0001475', 'http://purl.obolibrary.org/obo/MICRO_0000497', 'http://purl.obolibrary.org/obo/MICRO_0001454', '<http://purl.jp/bio/10/mpo#MPO_04021>', 'http://purl.obolibrary.org/obo/MICRO_0001456', 'http://purl.obolibrary.org/obo/ECOCORE_00000012', 'http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001459', 'http://purl.obolibrary.org/obo/MICRO_0001457', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0001484']	['mixotrophic', 'mixotrophy', 'mixotroph', 'Mixotrophic', 'autotrophic', 'mixotroph', 'heterotrophic', 'lithotrophic', 'phototrophic', 'chemotrophic', 'photolithoheterotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2304, 0.2681, 0.3343, 0.5395, 0.5537, 0.5696, 0.5721, 0.5788, 0.5956, 0.5988]	['MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'ECOCORE', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1000654	oligotrophic	['<https://mdatahub.org/data/meo/MEO_0001463>', '<https://mdatahub.org/data/meo/MEO_0001851>', '<http://purl.jp/bio/10/mpo#MPO_04016>', 'http://purl.obolibrary.org/obo/ENVO_00002223', 'http://purl.obolibrary.org/obo/ENVO_00002223', 'http://purl.obolibrary.org/obo/ENVO_01000774']	['oligotrophic', 'oligotrophic water', 'Oligotrophic', 'oligotrophic water', 'oligotrophic water', 'oligotrophic lake']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2144, 0.3247, 0.4367, 0.4384, 0.4867]	['MEO', 'MEO', 'UNKNOWN', 'ENVO', 'ENVO', 'ENVO']
METPO:1000655	organotrophic	['<http://purl.jp/bio/10/mpo#MPO_04017>', 'http://purl.obolibrary.org/obo/MICRO_0001485', 'http://purl.obolibrary.org/obo/MICRO_0001479', 'http://purl.obolibrary.org/obo/MICRO_0001454', 'http://purl.obolibrary.org/obo/MICRO_0001475']	['Organotrophic', 'photoorganotrophic', 'chemoorganotrophic', 'mixotroph', 'mixotrophic']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3406, 0.5472, 0.5594, 0.5975, 0.5985]	['UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1000656	photoautotrophic	['http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001457', 'http://purl.obolibrary.org/obo/MICRO_0001486', '<http://purl.jp/bio/10/mpo#MPO_04028>', 'http://purl.obolibrary.org/obo/MICRO_0001485', 'http://purl.obolibrary.org/obo/MICRO_0001508', 'http://purl.obolibrary.org/obo/MICRO_0001482', 'http://purl.obolibrary.org/obo/MICRO_0001456', 'http://purl.obolibrary.org/obo/MICRO_0000500', 'http://purl.obolibrary.org/obo/MICRO_0001452', 'http://purl.obolibrary.org/obo/MICRO_0001484', '<http://purl.jp/bio/10/mpo#MPO_04032>', 'http://purl.obolibrary.org/obo/MICRO_0000509', 'http://purl.obolibrary.org/obo/MICRO_0001511', 'http://purl.obolibrary.org/obo/MICRO_0000498', 'http://purl.obolibrary.org/obo/MICRO_0001487', '<http://purl.jp/bio/10/mpo#MPO_04030>', '<http://purl.jp/bio/10/mpo#MPO_04019>', 'http://purl.obolibrary.org/obo/MICRO_0000510', 'http://purl.obolibrary.org/obo/MICRO_0001510']	['photolithoautotrophic', 'phototrophic', 'photoorganoautotrophic', 'Photoautotrophic', 'photoorganotrophic', 'photolithoautotroph', 'photolithotrophic', 'autotrophic', 'photolithoautotrophy', 'phototroph', 'photolithoheterotrophic', 'Photolithoautotrophic', 'photoorganoautotrophy', 'photoorganoautotroph', 'phototrophy', 'photoorganoheterotrophic', 'Photoorganoautotrophic', 'Phototrophic', 'photoorganoheterotrophy', 'photoorganotroph']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.242, 0.2613, 0.2981, 0.3213, 0.325, 0.3513, 0.3517, 0.3547, 0.3924, 0.4096, 0.416, 0.4199, 0.4215, 0.4497, 0.453, 0.4549, 0.4555, 0.4689, 0.4911, 0.4949]	['MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO']
METPO:1000657	photoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001484', '<http://purl.jp/bio/10/mpo#MPO_04027>', 'http://purl.obolibrary.org/obo/MICRO_0001457', 'http://purl.obolibrary.org/obo/MICRO_0001487', 'http://purl.obolibrary.org/obo/MICRO_0001509', '<http://purl.jp/bio/10/mpo#MPO_04031>', 'http://purl.obolibrary.org/obo/MICRO_0001485', 'http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001482', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0000507', 'http://purl.obolibrary.org/obo/MICRO_0001512', 'http://purl.obolibrary.org/obo/MICRO_0000510', '<http://purl.jp/bio/10/mpo#MPO_04029>', 'http://purl.obolibrary.org/obo/MICRO_0001486', 'http://purl.obolibrary.org/obo/MICRO_0001452', '<http://purl.jp/bio/10/mpo#MPO_04019>', '<http://purl.jp/bio/10/mpo#MPO_04028>', 'http://purl.obolibrary.org/obo/MICRO_0000498', 'http://purl.obolibrary.org/obo/MICRO_0001450']	['photolithoheterotrophic', 'Photoheterotrophic', 'phototrophic', 'photoorganoheterotrophic', 'photolithoheterotroph', 'Photolithoheterotrophic', 'photoorganotrophic', 'heterotrophic', 'photolithotrophic', 'photolithoautotrophic', 'photolithoheterotrophy', 'photoorganoheterotroph', 'photoorganoheterotrophy', 'Photoorganoheterotrophic', 'photoorganoautotrophic', 'phototroph', 'Phototrophic', 'Photoautotrophic', 'phototrophy', 'heterotroph']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2442, 0.2695, 0.3208, 0.3271, 0.377, 0.4053, 0.4127, 0.4142, 0.4152, 0.417, 0.4188, 0.4281, 0.4393, 0.4476, 0.4515, 0.4571, 0.4832, 0.5067, 0.5221, 0.5308]	['MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO']
METPO:1000658	photolithotrophic	['http://purl.obolibrary.org/obo/MICRO_0001482', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001507', 'http://purl.obolibrary.org/obo/MICRO_0000499', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001508', 'http://purl.obolibrary.org/obo/MICRO_0000500', 'http://purl.obolibrary.org/obo/MICRO_0001457', '<http://purl.jp/bio/10/mpo#MPO_04026>', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0000507', '<http://purl.jp/bio/10/mpo#MPO_04032>', '<http://purl.jp/bio/10/mpo#MPO_04031>', 'http://purl.obolibrary.org/obo/MICRO_0001485', 'http://purl.obolibrary.org/obo/MICRO_0000498', 'http://purl.obolibrary.org/obo/MICRO_0001452', '<http://purl.jp/bio/10/mpo#MPO_04019>', 'http://purl.obolibrary.org/obo/MICRO_0001476', '<http://purl.jp/bio/10/mpo#MPO_04028>', 'http://purl.obolibrary.org/obo/MICRO_0001486']	['photolithotrophic', 'photolithoautotrophic', 'photolithotroph', 'photolithotrophy', 'photolithoheterotrophic', 'photolithoautotroph', 'photolithoautotrophy', 'phototrophic', 'Photolithotrophic', 'photolithoheterotroph', 'photolithoheterotrophy', 'Photolithoautotrophic', 'Photolithoheterotrophic', 'photoorganotrophic', 'phototrophy', 'phototroph', 'Phototrophic', 'chemolithotrophic', 'Photoautotrophic', 'photoorganoautotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1702, 0.1728, 0.1914, 0.2127, 0.2518, 0.2631, 0.2692, 0.2746, 0.2845, 0.2998, 0.3254, 0.3629, 0.3822, 0.3919, 0.4017, 0.4319, 0.4766, 0.4911, 0.5092]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO']
METPO:1000659	photoorganoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001487', 'http://purl.obolibrary.org/obo/MICRO_0001512', 'http://purl.obolibrary.org/obo/MICRO_0000510', 'http://purl.obolibrary.org/obo/MICRO_0001485', '<http://purl.jp/bio/10/mpo#MPO_04029>', 'http://purl.obolibrary.org/obo/MICRO_0001510', 'http://purl.obolibrary.org/obo/MICRO_0000508', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001486', 'http://purl.obolibrary.org/obo/ECOCORE_00000125', '<http://purl.jp/bio/10/mpo#MPO_04025>', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0001511', 'http://purl.obolibrary.org/obo/MICRO_0000509', '<http://purl.jp/bio/10/mpo#MPO_04030>', 'http://purl.obolibrary.org/obo/MICRO_0000507', '<http://purl.jp/bio/10/mpo#MPO_04027>', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001482', '<http://purl.jp/bio/10/mpo#MPO_04031>']	['photoorganoheterotrophic', 'photoorganoheterotroph', 'photoorganoheterotrophy', 'photoorganotrophic', 'Photoorganoheterotrophic', 'photoorganotroph', 'photoorganotrophy', 'photolithoheterotrophic', 'photoorganoautotrophic', 'photoorganoheterotroph', 'Photoorganotrophic', 'photolithoheterotroph', 'photoorganoautotroph', 'photoorganoautotrophy', 'Photoorganoautotrophic', 'photolithoheterotrophy', 'Photoheterotrophic', 'photolithoautotrophic', 'photolithotrophic', 'Photolithoheterotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1135, 0.1406, 0.1839, 0.2611, 0.2727, 0.3651, 0.3722, 0.3755, 0.4244, 0.4344, 0.4523, 0.4652, 0.4715, 0.4728, 0.4905, 0.4942, 0.5153, 0.5184, 0.5292]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'ECOCORE', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN']
METPO:1000660	phototrophic	['http://purl.obolibrary.org/obo/MICRO_0001457', 'http://purl.obolibrary.org/obo/MICRO_0001452', 'http://purl.obolibrary.org/obo/MICRO_0000498', 'http://purl.obolibrary.org/obo/MICRO_0001482', '<http://purl.jp/bio/10/mpo#MPO_04019>', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001485', 'http://purl.obolibrary.org/obo/MICRO_0001507', '<http://purl.jp/bio/10/mpo#MPO_04028>', 'http://purl.obolibrary.org/obo/MICRO_0001508', 'http://purl.obolibrary.org/obo/MICRO_0000499', '<http://purl.jp/bio/10/mpo#MPO_04027>', '<http://purl.jp/bio/10/mpo#MPO_04026>', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0001486', 'http://purl.obolibrary.org/obo/MICRO_0000500', '<http://purl.jp/bio/10/mpo#MPO_04032>', 'http://purl.obolibrary.org/obo/MICRO_0000507', '<http://purl.jp/bio/10/mpo#MPO_04031>']	['phototrophic', 'phototroph', 'phototrophy', 'photolithotrophic', 'Phototrophic', 'photolithoautotrophic', 'photolithoheterotrophic', 'photoorganotrophic', 'photolithotroph', 'Photoautotrophic', 'photolithoautotroph', 'photolithotrophy', 'Photoheterotrophic', 'Photolithotrophic', 'photolithoheterotroph', 'photoorganoautotrophic', 'photolithoautotrophy', 'Photolithoautotrophic', 'photolithoheterotrophy', 'Photolithoheterotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2201, 0.2536, 0.2693, 0.2883, 0.3602, 0.3938, 0.4044, 0.4205, 0.4363, 0.4546, 0.4581, 0.4598, 0.4705, 0.4751, 0.4894, 0.4907, 0.4985, 0.5075, 0.5128]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN']
METPO:1000663	chemoorganotrophic	['http://purl.obolibrary.org/obo/MICRO_0001479', 'http://purl.obolibrary.org/obo/MICRO_0001504', 'http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0000506', 'http://purl.obolibrary.org/obo/MICRO_0000514', 'http://purl.obolibrary.org/obo/MICRO_0001506', 'http://purl.obolibrary.org/obo/MICRO_0001480', '<http://purl.jp/bio/10/mpo#MPO_04033>', 'http://purl.obolibrary.org/obo/MICRO_0001505', 'http://purl.obolibrary.org/obo/MICRO_0000513', '<http://purl.jp/bio/10/mpo#MPO_04037>', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/OMP_0007111', '<http://purl.obolibrary.org/obo/OMP_0007111>', '<http://purl.jp/bio/10/mpo#MPO_04038>', 'http://purl.obolibrary.org/obo/ECOCORE_00000127', 'http://purl.obolibrary.org/obo/ECOCORE_00000123', '<http://purl.jp/bio/10/mpo#MPO_04036>', 'http://purl.obolibrary.org/obo/MICRO_0001494']	['chemoorganotrophic', 'chemoorganotroph', 'chemoorganoheterotrophic', 'chemoorganotrophy', 'chemoorganoheterotrophy', 'chemoorganoheterotroph', 'chemoorganoautotrophic', 'Chemoorganotrophic', 'chemoorganoautotroph', 'chemoorganoautotrophy', 'Chemoorganoheterotrophic', 'chemotrophic', 'chemoorganotrophic', 'chemoorganotrophic', 'Chemoorganoautotrophic', 'chemoorganoheterotroph', 'chemoorganoautotroph', 'Chemoautotrophic', 'chemotroph']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1246, 0.1463, 0.1593, 0.2098, 0.2108, 0.2453, 0.2966, 0.314, 0.3397, 0.4122, 0.47, 0.4725, 0.4725, 0.48, 0.4966, 0.5342, 0.5509, 0.5624]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'OMP', 'OMP', 'UNKNOWN', 'ECOCORE', 'ECOCORE', 'UNKNOWN', 'MICRO']
METPO:1000664	organoheterotrophic	['<http://purl.jp/bio/10/mpo#MPO_04151>', 'http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001487', 'http://purl.obolibrary.org/obo/MICRO_0001450', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001512', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001481', '<http://purl.jp/bio/10/mpo#MPO_04017>', '<http://purl.jp/bio/10/mpo#MPO_04029>', 'http://purl.obolibrary.org/obo/MICRO_0000510', 'http://purl.obolibrary.org/obo/MICRO_0001475', '<http://purl.jp/bio/10/mpo#MPO_04035>', '<http://purl.jp/bio/10/mpo#MPO_04037>', 'http://purl.obolibrary.org/obo/MICRO_0001454', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0000514', '<http://purl.jp/bio/10/mpo#MPO_04042>', '<http://purl.jp/bio/10/mpo#MPO_04039>']	['Organoheterotrophic', 'heterotrophic', 'photoorganoheterotrophic', 'heterotroph', 'chemolithoheterotrophic', 'photoorganoheterotroph', 'photolithoheterotrophic', 'chemoorganoheterotrophic', 'Organotrophic', 'Photoorganoheterotrophic', 'photoorganoheterotrophy', 'mixotrophic', 'Chemoheterotrophic', 'Chemoorganoheterotrophic', 'mixotroph', 'photolithoheterotroph', 'chemolithoheterotroph', 'chemoorganoheterotrophy', 'Lithoheterotrophic', 'Chemolithoheterotrophic']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3299, 0.3892, 0.3983, 0.443, 0.4762, 0.4913, 0.493, 0.4979, 0.51, 0.5141, 0.5176, 0.5229, 0.5433, 0.5684, 0.5696, 0.5749, 0.5772, 0.5774, 0.5774, 0.5791]	['UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN']
METPO:1000665	photolithoautotrophic	['http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001508', 'http://purl.obolibrary.org/obo/MICRO_0000500', 'http://purl.obolibrary.org/obo/MICRO_0001482', '<http://purl.jp/bio/10/mpo#MPO_04032>', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001507', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0000499', 'http://purl.obolibrary.org/obo/MICRO_0000507', 'http://purl.obolibrary.org/obo/MICRO_0001486', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001457', '<http://purl.jp/bio/10/mpo#MPO_04031>', '<http://purl.jp/bio/10/mpo#MPO_04026>', '<http://purl.jp/bio/10/mpo#MPO_04028>', 'http://purl.obolibrary.org/obo/MICRO_0000509', '<http://purl.jp/bio/10/mpo#MPO_04041>', 'http://purl.obolibrary.org/obo/MICRO_0001511', 'http://purl.obolibrary.org/obo/MICRO_0001485']	['photolithoautotrophic', 'photolithoautotroph', 'photolithoautotrophy', 'photolithotrophic', 'Photolithoautotrophic', 'photolithoheterotrophic', 'photolithotroph', 'photolithoheterotroph', 'photolithotrophy', 'photolithoheterotrophy', 'photoorganoautotrophic', 'chemolithoautotrophic', 'phototrophic', 'Photolithoheterotrophic', 'Photolithotrophic', 'Photoautotrophic', 'photoorganoautotrophy', 'Lithoautotrophic', 'photoorganoautotroph', 'photoorganotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0804, 0.129, 0.1702, 0.1849, 0.215, 0.2521, 0.2742, 0.2961, 0.3046, 0.333, 0.3595, 0.3602, 0.3666, 0.3849, 0.388, 0.4076, 0.4226, 0.4282, 0.4311]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO']
