?entity	?entityType	?synonymPred	?synValue	?lang	?synType	?xref	?src	?prov
<https://w3id.org/metpo/1000674>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"filament shaped"	""				
<https://w3id.org/metpo/1000675>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"flask shaped"	""				
<https://w3id.org/metpo/1000676>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"helical shaped"	""				
<https://w3id.org/metpo/1000677>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"ovoid shaped"	""				
<https://w3id.org/metpo/1000678>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oval shaped"	""				
<https://w3id.org/metpo/1000679>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pleomorphic shaped"	""				
<https://w3id.org/metpo/1000680>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"ring shaped"	""				
<https://w3id.org/metpo/1000681>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"rod shaped"	""				
<https://w3id.org/metpo/1000682>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"spore shaped"	""				
<https://w3id.org/metpo/1000683>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"sphere shaped"	""				
<https://w3id.org/metpo/1000684>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"spiral shaped"	""				
<https://w3id.org/metpo/1000685>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"star shaped"	""				
<https://w3id.org/metpo/1000686>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"vibrio shaped"	""				
<https://w3id.org/metpo/1000687>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"branched shaped"	""				
<https://w3id.org/metpo/1000688>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"coccobacillus shaped"	""				
<https://w3id.org/metpo/1000689>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"disc shaped"	""				
<https://w3id.org/metpo/1000690>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"fusiform shaped"	""				
<https://w3id.org/metpo/1000691>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"irregular shaped"	""				
<https://w3id.org/metpo/1000692>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"spindle shaped"	""				
<https://w3id.org/metpo/1000693>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"spirochete shaped"	""				
<https://w3id.org/metpo/1000694>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"square shaped"	""				
<https://w3id.org/metpo/1000695>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"tailed shaped"	""				
<https://w3id.org/metpo/1000696>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"triangular shaped"	""				
<https://w3id.org/metpo/1000697>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"gram stain"	""				
<https://w3id.org/metpo/1000698>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"gram positive"	""				
<https://w3id.org/metpo/1000699>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"gram negative"	""				
<https://w3id.org/metpo/1000700>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"gram variable"	""				
<https://w3id.org/metpo/1000701>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"motility"	""				
<https://w3id.org/metpo/1000702>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"motile"	""				
<https://w3id.org/metpo/1000703>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"non motile"	""				
<https://w3id.org/metpo/1000704>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"flagellated"	""				
<https://w3id.org/metpo/1000705>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"axially filamented"	""				
<https://w3id.org/metpo/1000706>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"gliding"	""				
<https://w3id.org/metpo/1000720>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultative psychrophilic"	""				
<https://w3id.org/metpo/1000721>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"extreme hyperthermophilic"	""				
<https://w3id.org/metpo/1000731>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"nutrient adaptation"	""				
<https://w3id.org/metpo/1000800>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"respiration"	""				
<https://w3id.org/metpo/1000801>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Aerobic respiration"	""				
<https://w3id.org/metpo/1000802>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Anaerobic respiration"	""				
<https://w3id.org/metpo/1000803>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Oxidative phosphorylation"	""				
<https://w3id.org/metpo/1000804>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Substrate-level phosphorylation"	""				
<https://w3id.org/metpo/1000805>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Electron transfer"	""				
<https://w3id.org/metpo/1000806>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Disproportionation"	""				
<https://w3id.org/metpo/1000844>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Methanogenesis"	""				
<https://w3id.org/metpo/1000845>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Acetogenesis"	""				
<https://w3id.org/metpo/1000846>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Homoacetogenesis"	""				
<https://w3id.org/metpo/1000870>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"sporulation"	""				
<https://w3id.org/metpo/1000871>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"spore forming"	""				
<https://w3id.org/metpo/1000872>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"non-spore forming"	""				
<https://w3id.org/metpo/1000881>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell length"	""				
<https://w3id.org/metpo/1000882>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell width"	""				
<https://w3id.org/metpo/1000883>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell length very small"	""				
<https://w3id.org/metpo/1000884>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell length small"	""				
<https://w3id.org/metpo/1000885>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell length medium"	""				
<https://w3id.org/metpo/1000886>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell length large"	""				
<https://w3id.org/metpo/1000887>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell width very small"	""				
<https://w3id.org/metpo/1000888>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell width small"	""				
<https://w3id.org/metpo/1000889>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell width medium"	""				
<https://w3id.org/metpo/1000890>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell width large"	""				
<https://w3id.org/metpo/1001000>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"observation"	""				
<https://w3id.org/metpo/1001001>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"optimum temperature observation"	""				
<https://w3id.org/metpo/1001002>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"growth temperature observation"	""				
<https://w3id.org/metpo/1001003>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range observation"	""				
<https://w3id.org/metpo/1001004>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta observation"	""				
<https://w3id.org/metpo/1001007>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"growth NaCl observation"	""				
<https://w3id.org/metpo/1001008>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta observation"	""				
<https://w3id.org/metpo/1001009>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range observation"	""				
<https://w3id.org/metpo/1001010>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"optimum NaCl observation"	""				
<https://w3id.org/metpo/1001012>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"growth pH observation"	""				
<https://w3id.org/metpo/1001013>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"optimum pH observation"	""				
<https://w3id.org/metpo/1001014>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta observation"	""				
<https://w3id.org/metpo/1001015>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range observation"	""				
<https://w3id.org/metpo/1001016>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"optimum oxygen observation"	""				
<https://w3id.org/metpo/1001017>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"growth oxygen observation"	""				
<https://w3id.org/metpo/1001018>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen range observation"	""				
<https://w3id.org/metpo/1001019>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen delta observation"	""				
<https://w3id.org/metpo/1001020>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen observation"	""				
<https://w3id.org/metpo/1001021>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature observation"	""				
<https://w3id.org/metpo/1001022>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl observation"	""				
<https://w3id.org/metpo/1001023>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH observation"	""				
<https://w3id.org/metpo/1001101>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biosafety level"	""				
<https://w3id.org/metpo/1001102>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biosafety level 1"	""				
<https://w3id.org/metpo/1001103>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biosafety level 2"	""				
<https://w3id.org/metpo/1001104>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biosafety level 3"	""				
<https://w3id.org/metpo/1001105>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biosafety level 4"	""				
<https://w3id.org/metpo/1002003>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Cable bacteria metabolism"	""				
<https://w3id.org/metpo/1002005>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Fermentation"	""				
<https://w3id.org/metpo/1002006>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"Syntrophy"	""				
<https://w3id.org/metpo/1003000>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH growth preference"	""				
<https://w3id.org/metpo/1003001>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"neutrophilic"	""				
<https://w3id.org/metpo/1003002>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"alkaphilic"	""				
<https://w3id.org/metpo/1003003>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"acidophilic"	""				
<https://w3id.org/metpo/1003004>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"obligately alkaphilic"	""				
<https://w3id.org/metpo/1003005>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultatively alkaphilic"	""				
<https://w3id.org/metpo/1003006>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"obligately acidophilic"	""				
<https://w3id.org/metpo/1003007>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultatively acidophilic"	""				
<https://w3id.org/metpo/1003008>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"acidotolerant"	""				
<https://w3id.org/metpo/1003009>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"alkalotolerant"	""				
<https://w3id.org/metpo/1003021>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pigmentation"	""				
<https://w3id.org/metpo/1003022>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"black pigmented"	""				
<https://w3id.org/metpo/1003023>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"brown pigmented"	""				
<https://w3id.org/metpo/1003024>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cream pigmented"	""				
<https://w3id.org/metpo/1003025>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"green pigmented"	""				
<https://w3id.org/metpo/1003026>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"orange pigmented"	""				
<https://w3id.org/metpo/1003027>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pink pigmented"	""				
<https://w3id.org/metpo/1003028>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"red pigmented"	""				
<https://w3id.org/metpo/1003029>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"white pigmented"	""				
<https://w3id.org/metpo/1003030>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"yellow pigmented"	""				
<https://w3id.org/metpo/1003031>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"carotenoid pigmentation"	""				
<https://w3id.org/metpo/2000002>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"assimilation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000003>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds acid from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000004>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds base from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000005>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds gas from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000006>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"carbon source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000007>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"degradation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000008>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"electron acceptor"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000009>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"electron donor"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000010>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"energy source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000011>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"fermentation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000012>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000013>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"hydrolysis"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000014>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"nitrogen source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000015>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"other"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000016>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oxidation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000017>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"reduction"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000018>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"required for growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000019>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"respiration"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000020>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sulfur source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000021>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic catabolization"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000022>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000023>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic catabolization"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000024>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000025>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth in the dark"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000026>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth with light"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000027>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"assimilation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000028>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds acid from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000029>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds base from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000030>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"builds gas from"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000031>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"carbon source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000032>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic catabolization"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000033>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"degradation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000034>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"electron acceptor"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000035>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"electron donor"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000036>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"energy source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000037>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"fermentation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000038>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000039>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"hydrolysis"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000040>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"nitrogen source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000041>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"other"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000042>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oxidation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000043>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000044>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"reduction"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000045>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"required for growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000046>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"respiration"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000047>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sulfur source"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000048>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic catabolization"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000049>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000050>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth in the dark"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000051>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anaerobic growth with light"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/2000200>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"dismutates"	""				
<https://w3id.org/metpo/2000202>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anabolizes"	""				
<https://w3id.org/metpo/2000202>	"property"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"produces"	""				
<http://purl.obolibrary.org/obo/IAO_0000115>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"definition"	""				
<http://purl.obolibrary.org/obo/IAO_0000119>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"definition source"	""				
<http://purl.org/dc/terms/description>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"description"	""				
<http://purl.org/dc/terms/license>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"license"	""				
<http://purl.org/dc/terms/title>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"title"	""				
<http://qudt.org/schema/qudt/ucumCode>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"UCUM code"	""				
<https://w3id.org/metpo/2000001>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"organism interacts with chemical"	""				
<https://w3id.org/metpo/2000002>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"assimilates"	""				
<https://w3id.org/metpo/2000003>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"builds acid from"	""				
<https://w3id.org/metpo/2000004>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"builds base from"	""				
<https://w3id.org/metpo/2000005>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"builds gas from"	""				
<https://w3id.org/metpo/2000006>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as carbon source"	""				
<https://w3id.org/metpo/2000007>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"degrades"	""				
<https://w3id.org/metpo/2000008>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as electron acceptor"	""				
<https://w3id.org/metpo/2000009>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as electron donor"	""				
<https://w3id.org/metpo/2000010>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as energy source"	""				
<https://w3id.org/metpo/2000011>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"ferments"	""				
<https://w3id.org/metpo/2000012>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for growth"	""				
<https://w3id.org/metpo/2000013>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"hydrolyzes"	""				
<https://w3id.org/metpo/2000014>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as nitrogen source"	""				
<https://w3id.org/metpo/2000015>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses in other way"	""				
<https://w3id.org/metpo/2000016>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"oxidizes"	""				
<https://w3id.org/metpo/2000017>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"reduces"	""				
<https://w3id.org/metpo/2000018>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"requires for growth"	""				
<https://w3id.org/metpo/2000019>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for respiration"	""				
<https://w3id.org/metpo/2000020>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses as sulfur source"	""				
<https://w3id.org/metpo/2000021>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for aerobic catabolization"	""				
<https://w3id.org/metpo/2000022>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for aerobic growth"	""				
<https://w3id.org/metpo/2000023>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for anaerobic catabolization"	""				
<https://w3id.org/metpo/2000024>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for anaerobic growth"	""				
<https://w3id.org/metpo/2000025>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for anaerobic growth in the dark"	""				
<https://w3id.org/metpo/2000026>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for anaerobic growth with light"	""				
<https://w3id.org/metpo/2000027>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not assimilate"	""				
<https://w3id.org/metpo/2000028>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not build acid from"	""				
<https://w3id.org/metpo/2000029>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not build base from"	""				
<https://w3id.org/metpo/2000030>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not build gas from"	""				
<https://w3id.org/metpo/2000031>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as carbon source"	""				
<https://w3id.org/metpo/2000032>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for aerobic catabolization"	""				
<https://w3id.org/metpo/2000033>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not degrade"	""				
<https://w3id.org/metpo/2000034>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as electron acceptor"	""				
<https://w3id.org/metpo/2000035>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as electron donor"	""				
<https://w3id.org/metpo/2000036>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as energy source"	""				
<https://w3id.org/metpo/2000037>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not ferment"	""				
<https://w3id.org/metpo/2000038>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for growth"	""				
<https://w3id.org/metpo/2000039>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not hydrolyze"	""				
<https://w3id.org/metpo/2000040>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as nitrogen source"	""				
<https://w3id.org/metpo/2000041>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use in other way"	""				
<https://w3id.org/metpo/2000042>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not oxidize"	""				
<https://w3id.org/metpo/2000043>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for aerobic growth"	""				
<https://w3id.org/metpo/2000044>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not reduce"	""				
<https://w3id.org/metpo/2000045>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"is not required for growth"	""				
<https://w3id.org/metpo/2000046>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use for respiration"	""				
