card_id	trait_name	mapping_kind	base_category	substrate_label	predicate_positive_id	predicate_positive_label	predicate_negative_id	predicate_negative_label	substrate_chebi_ids	process_curies	matched_process_metpo	status	trait_format	curie_count	usable_external_curies
produces-ristocetin	produces: ristocetin	composed	produces	ristocetin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:85129	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-ristocetin-a	produces: ristocetin A	composed	produces	ristocetin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-ristocetin-b	produces: ristocetin B	composed	produces	ristocetin B	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-rosaramicin	produces: rosaramicin	composed	produces	rosaramicin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:87084	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-roseoflavin	produces: roseoflavin	composed	produces	roseoflavin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:72346	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-rubradirin	produces: rubradirin	composed	produces	rubradirin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-rubrolone	produces: rubrolone	composed	produces	rubrolone	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:140148	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-salinomycin	produces: salinomycin	composed	produces	salinomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:80025	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sandramycin	produces: sandramycin	composed	produces	sandramycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-sannamycin-a	produces: sannamycin A	composed	produces	sannamycin A	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:81285	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sannamycin-b	produces: sannamycin B	composed	produces	sannamycin B	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:81286	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sarcidin	produces: sarcidin	composed	produces	sarcidin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-sesaminol	produces: sesaminol	composed	produces	sesaminol	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:145778	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-setamycin	produces: setamycin	composed	produces	setamycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-showdomycin	produces: showdomycin	composed	produces	showdomycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-sibiromycin	produces: sibiromycin	composed	produces	sibiromycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:90941	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-siderophore	produces: siderophore	composed	produces	siderophore	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:26672	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sisomycin	produces: sisomycin	composed	produces	sisomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:9169	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-spectinomycin	produces: spectinomycin	composed	produces	spectinomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:9215	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-spinosyn	produces: spinosyn	composed	produces	spinosyn	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:39207	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-spiramycin	produces: spiramycin	composed	produces	spiramycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-sporangiomycin	produces: sporangiomycin	composed	produces	sporangiomycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-stallimycin	produces: stallimycin	composed	produces	stallimycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-staphylomycin-m1	produces: staphylomycin M1	composed	produces	staphylomycin M1	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-starch	produces: starch	composed	produces	starch	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:28017	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-staurosporine	produces: staurosporine	composed	produces	staurosporine	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:15738	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-steffimycin	produces: steffimycin	composed	produces	steffimycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-streptolydigin	produces: streptolydigin	composed	produces	streptolydigin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:45773	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-streptomycin	produces: streptomycin	composed	produces	streptomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:17076	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-streptothricin	produces: streptothricin	composed	produces	streptothricin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:26789	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-streptothricin-a	produces: streptothricin A	composed	produces	streptothricin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-streptovaricin	produces: streptovaricin	composed	produces	streptovaricin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-streptozocin	produces: streptozocin	composed	produces	streptozocin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:9288	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-succinate	produces: succinate	composed	produces	succinate	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:30031	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sulfate	produces: sulfate	composed	produces	sulfate	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:16189	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-sulfide	produces: sulfide	composed	produces	sulfide	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:15138	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-synergistin-a	produces: synergistin A	composed	produces	synergistin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tallysomycin-a	produces: tallysomycin A	composed	produces	tallysomycin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tallysomycin-b	produces: tallysomycin B	composed	produces	tallysomycin B	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-taurocholate	produces: taurocholate	composed	produces	taurocholate	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:36257	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tertiomycin-a	produces: tertiomycin A	composed	produces	tertiomycin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tertiomycin-b	produces: tertiomycin B	composed	produces	tertiomycin B	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tetrabromopyrrole	produces: tetrabromopyrrole	composed	produces	tetrabromopyrrole	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tetracycline	produces: tetracycline	composed	produces	tetracycline	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:27902	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tetrodotoxin	produces: tetrodotoxin	composed	produces	tetrodotoxin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:9506	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-texazone	produces: texazone	composed	produces	texazone	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-thermorubin	produces: thermorubin	composed	produces	thermorubin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:48516	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-thienamycin	produces: thienamycin	composed	produces	thienamycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:9542	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-thiolutin	produces: thiolutin	composed	produces	thiolutin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:156450	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-thiostrepton	produces: thiostrepton	composed	produces	thiostrepton	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:29693	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tobramycin	produces: tobramycin	composed	produces	tobramycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:28864	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-toluene	produces: toluene	composed	produces	toluene	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:17578	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-toyocamycin	produces: toyocamycin	composed	produces	toyocamycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:134606	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-trans-styrylacetic-acid	produces: trans-styrylacetic acid	composed	produces	trans-styrylacetic acid	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-transvalencin-a	produces: transvalencin A	composed	produces	transvalencin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-transvalencin-z	produces: transvalencin Z	composed	produces	transvalencin Z	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-trichomycin	produces: trichomycin	composed	produces	trichomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:35022	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-trichostatin-a	produces: trichostatin A	composed	produces	trichostatin A	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:46024	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tryptophan	produces: tryptophan	composed	produces	tryptophan	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:27897	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tubelactomicin-a	produces: tubelactomicin A	composed	produces	tubelactomicin A	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:66279	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tuberactinamine-a	produces: tuberactinamine A	composed	produces	tuberactinamine A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tuberactinomycin	produces: tuberactinomycin	composed	produces	tuberactinomycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-tubercidin	produces: tubercidin	composed	produces	tubercidin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:48267	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tween-20	produces: tween 20	composed	produces	tween 20	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:53424	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-tylosin	produces: tylosin	composed	produces	tylosin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:17658	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-urea	produces: urea	composed	produces	urea	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:16199	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-validamycin	produces: validamycin	composed	produces	validamycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:83745	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-valine	produces: valine	composed	produces	valine	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:27266	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-valinomycin	produces: valinomycin	composed	produces	valinomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:28545	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-vancomycin	produces: vancomycin	composed	produces	vancomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:28001	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-vancoresmycin	produces: vancoresmycin	composed	produces	vancoresmycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-venturicidin-a	produces: venturicidin A	composed	produces	venturicidin A	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-venturicidin-b	produces: venturicidin B	composed	produces	venturicidin B	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-verdamycin	produces: verdamycin	composed	produces	verdamycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-viomycin	produces: viomycin	composed	produces	viomycin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:15782	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-viridogrisein	produces: viridogrisein	composed	produces	viridogrisein	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-vitamin-b12	produces: vitamin B12	composed	produces	vitamin B12	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:176843	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-vulgamycin	produces: vulgamycin	composed	produces	vulgamycin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-vulgarin	produces: vulgarin	composed	produces	vulgarin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:10024	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
produces-xanthocidin	produces: xanthocidin	composed	produces	xanthocidin	METPO:2000202	produces	METPO:2000222	does not produce		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
produces-zeaxanthin	produces: zeaxanthin	composed	produces	zeaxanthin	METPO:2000202	produces	METPO:2000222	does not produce	CHEBI:27547	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-1-1-2-trichloroethane	reduction: 1,1,2-trichloroethane	composed	reduction	1,1,2-trichloroethane	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:36018	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-1-1-2-2-tetrachloroethane	reduction: 1,1,2,2-tetrachloroethane	composed	reduction	1,1,2,2-tetrachloroethane	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:36026	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-1-2-dichloroethane	reduction: 1,2-dichloroethane	composed	reduction	1,2-dichloroethane	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:27789	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-1-2-dichloropropane	reduction: 1,2-dichloropropane	composed	reduction	1,2-dichloropropane	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:82163	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-1-2-3-trichloropropane	reduction: 1,2,3-trichloropropane	composed	reduction	1,2,3-trichloropropane	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:34036	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-3-hydroxybutyrate	reduction: 3-hydroxybutyrate	composed	reduction	3-hydroxybutyrate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:37054	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-3-o-methylgallate	reduction: 3-O-methylgallate	composed	reduction	3-O-methylgallate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:19950	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-acetate	reduction: acetate	composed	reduction	acetate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:30089	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-acetic-acid	reduction: acetic acid	composed	reduction	acetic acid	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16411	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-acetylene	reduction: acetylene	composed	reduction	acetylene	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:27518	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-alpha-cyclodextrin	reduction: alpha-cyclodextrin	composed	reduction	alpha-cyclodextrin	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:40585	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-amorphous-fe-iii-oxyhydroxid	reduction: amorphous fe(iii) oxyhydroxid	composed	reduction	amorphous fe(iii) oxyhydroxid	METPO:2000017	reduces	METPO:2000044	does not reduce		GO:0055114		missing_chebi; missing_process_term	composed_boolean	1	GO
reduction-amorphous-iron-iii-oxide	reduction: amorphous iron (iii) oxide	composed	reduction	amorphous iron (iii) oxide	METPO:2000017	reduces	METPO:2000044	does not reduce		GO:0055114		missing_chebi; missing_process_term	composed_boolean	1	GO
reduction-anthraquinone-2-6-disulfonic-acid	reduction: anthraquinone-2,6-disulfonic acid	composed	reduction	anthraquinone-2,6-disulfonic acid	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:85115	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-arginine	reduction: arginine	composed	reduction	arginine	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:29016	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-arsenate-detoxification	reduction: arsenate detoxification	composed	reduction	arsenate detoxification	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:29125	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-arsenate	reduction: arsenate	composed	reduction	arsenate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:29125	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-butyrate	reduction: butyrate	composed	reduction	butyrate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:17968	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-cefuroxime	reduction: cefuroxime	composed	reduction	cefuroxime	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:3515	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-chlorate	reduction: chlorate	composed	reduction	chlorate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:49709	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-citrate	reduction: citrate	composed	reduction	citrate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16947	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-citric-acid	reduction: citric acid	composed	reduction	citric acid	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:53258	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-clindamycin	reduction: clindamycin	composed	reduction	clindamycin	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:3745	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-dioxygen	reduction: dioxygen	composed	reduction	dioxygen	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:15379	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-elemental-sulfur	reduction: elemental sulfur	composed	reduction	elemental sulfur	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:33403	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-esculin	reduction: esculin	composed	reduction	esculin	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:4853	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-esculin-hydrolysate	reduction: esculin hydrolysate	composed	reduction	esculin hydrolysate	METPO:2000017	reduces	METPO:2000044	does not reduce		GO:0055114		missing_chebi; missing_process_term	composed_boolean	1	GO
reduction-ferric-citrate	reduction: ferric citrate	composed	reduction	ferric citrate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:31605	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-ferric-iron	reduction: ferric iron	composed	reduction	ferric iron	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:29034	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-ferric-oxide	reduction: ferric oxide	composed	reduction	ferric oxide	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:50819	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-ferrihydrite	reduction: ferrihydrite	composed	reduction	ferrihydrite	METPO:2000017	reduces	METPO:2000044	does not reduce		GO:0055114		missing_chebi; missing_process_term	composed_boolean	1	GO
reduction-fumarate	reduction: fumarate	composed	reduction	fumarate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:29806	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-glutathione-oxidized	reduction: glutathione oxidized	composed	reduction	glutathione oxidized	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16856	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-indole	reduction: indole	composed	reduction	indole	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:35581	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-iron	reduction: iron	composed	reduction	iron	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:18248	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-l-cystine	reduction: L-cystine	composed	reduction	L-cystine	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16283	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-lactate	reduction: lactate	composed	reduction	lactate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:24996	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-nitrate	reduction: nitrate	composed	reduction	nitrate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:17632	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-nitrite	reduction: nitrite	composed	reduction	nitrite	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16301	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-potassium-tellurite	reduction: potassium tellurite	composed	reduction	potassium tellurite	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:75248	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-selenite	reduction: selenite	composed	reduction	selenite	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:18212	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-sulfate	reduction: sulfate	composed	reduction	sulfate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16189	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-sulfite	reduction: sulfite	composed	reduction	sulfite	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:17359	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-tellurite	reduction: tellurite	composed	reduction	tellurite	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:30477	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-thiosulfate	reduction: thiosulfate	composed	reduction	thiosulfate	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:16094	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
reduction-triphenyltetrazolium-chloride	reduction: triphenyltetrazolium chloride	composed	reduction	triphenyltetrazolium chloride	METPO:2000017	reduces	METPO:2000044	does not reduce	CHEBI:78019	GO:0055114		resolved_with_notes	composed_boolean	2	CHEBI; GO
required-for-growth-4-aminobenzoate	required for growth: 4-aminobenzoate	composed	required for growth	4-aminobenzoate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:17836; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-acetate	required for growth: acetate	composed	required for growth	acetate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:30089; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-acetic-acid	required for growth: acetic acid	composed	required for growth	acetic acid	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:16411; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-acetone	required for growth: acetone	composed	required for growth	acetone	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:15347; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-alpha-d-glucose	required for growth: alpha-D-glucose	composed	required for growth	alpha-D-glucose	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:17925; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-ammonium	required for growth: ammonium	composed	required for growth	ammonium	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:28938; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-arabinose	required for growth: arabinose	composed	required for growth	arabinose	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:22599; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-ascorbate	required for growth: ascorbate	composed	required for growth	ascorbate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:22651; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-benzoate	required for growth: benzoate	composed	required for growth	benzoate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:16150; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-biotin	required for growth: biotin	composed	required for growth	biotin	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:15956; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-butanol	required for growth: butanol	composed	required for growth	butanol	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:28885; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
