card_id	name	type	ontology_curies	ontology_urls	description
nitrogen-source-l-valine	nitrogen source: L-valine	boolean	GO:0019740; CHEBI:16414	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16414	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-nitrate	nitrogen source: nitrate	boolean	GO:0019740; CHEBI:17632	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17632	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-nitrite	nitrogen source: nitrite	boolean	GO:0019740; CHEBI:16301	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16301	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-peptone	nitrogen source: peptone	boolean	GO:0019740	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-thiocyanate	nitrogen source: thiocyanate	boolean	GO:0019740; CHEBI:18022	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18022	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-thiosulfate	nitrogen source: thiosulfate	boolean	GO:0019740; CHEBI:16094	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16094	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-urea	nitrogen source: urea	boolean	GO:0019740; CHEBI:16199	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16199	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
nitrogen-source-yeast-extract	nitrogen source: yeast extract	boolean	GO:0019740	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019740	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism&#39;s metabolism.
oxidation-arsenite-detoxification	oxidation: arsenite detoxification	boolean	GO:0043554	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0043554	The oxidation of arsenite to arsenate, using oxygen (O2) as the electron acceptor. Arsenite oxidase provides electrons to an electron carrier which transfers them to oxygen utilizing respiratory systems.
oxidation-arsenite	oxidation: arsenite	boolean	GO:0043554	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0043554	The oxidation of arsenite to arsenate, using oxygen (O2) as the electron acceptor. Arsenite oxidase provides electrons to an electron carrier which transfers them to oxygen utilizing respiratory systems.
oxidation-quinic-acid	oxidation: (-)-quinic acid	boolean	GO:0055114; CHEBI:17521	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17521	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-r-lactate	oxidation: (R)-lactate	boolean	GO:0055114; CHEBI:16004	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16004	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-r-malic-acid	oxidation: (R)-malic acid	boolean	GO:0055114; CHEBI:30796	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30796	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-s-lactate	oxidation: (S)-lactate	boolean	GO:0055114; CHEBI:16651	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16651	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-s-malic-acid	oxidation: (S)-malic acid	boolean	GO:0055114; CHEBI:30797	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30797	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-1-sodium-lactate	oxidation: 1 % sodium lactate	boolean	GO:0055114	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-deoxyadenosine	oxidation: 2-deoxyadenosine	boolean	GO:0055114; CHEBI:17256	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17256	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-hydroxybutyrate	oxidation: 2-hydroxybutyrate	boolean	GO:0055114; CHEBI:64552	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64552	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-oxobutanoate	oxidation: 2-oxobutanoate	boolean	GO:0055114; CHEBI:16763	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16763	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-oxogluconate	oxidation: 2-oxogluconate	boolean	GO:0055114	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-oxoglutarate	oxidation: 2-oxoglutarate	boolean	GO:0055114; CHEBI:30916	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30916	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-oxopentanoate	oxidation: 2-oxopentanoate	boolean	GO:0055114; CHEBI:28644	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28644	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-2-dimethylsuccinic-acid	oxidation: 2,2-dimethylsuccinic acid	boolean	GO:0055114; CHEBI:86537	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86537	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-2-3-butanediol	oxidation: 2,3-butanediol	boolean	GO:0055114; CHEBI:62064	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62064	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-3-hydroxybutyrate	oxidation: 3-hydroxybutyrate	boolean	GO:0055114; CHEBI:37054	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37054	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-3-methylglucose	oxidation: 3-methylglucose	boolean	GO:0055114; CHEBI:73918	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73918	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-3-o-methyl-d-glucose	oxidation: 3-O-methyl-D-glucose	boolean	GO:0055114; CHEBI:73918	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73918	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-4-hydroxy-l-proline	oxidation: 4-hydroxy-L-proline	boolean	GO:0055114; CHEBI:18240	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18240	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-4-hydroxybutyrate	oxidation: 4-hydroxybutyrate	boolean	GO:0055114; CHEBI:16724	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16724	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-4-hydroxyphenylacetic-acid	oxidation: 4-hydroxyphenylacetic acid	boolean	GO:0055114; CHEBI:18101	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18101	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-5-oxoproline	oxidation: 5-oxoproline	boolean	GO:0055114; CHEBI:57606	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57606	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-acetate	oxidation: acetate	boolean	GO:0055114; CHEBI:30089	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-acetic-acid	oxidation: acetic acid	boolean	GO:0055114; CHEBI:16411	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16411	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-acetoacetate	oxidation: acetoacetate	boolean	GO:0055114; CHEBI:13705	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:13705	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-adenosine	oxidation: adenosine	boolean	GO:0055114; CHEBI:16335	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16335	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-adenosine-5-monophosphate	oxidation: adenosine 5&#39;-monophosphate	boolean	GO:0055114; CHEBI:16027	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16027	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-adipate	oxidation: adipate	boolean	GO:0055114; CHEBI:17128	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17128	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alanine	oxidation: alanine	boolean	GO:0055114; CHEBI:16449	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16449	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alpha-cyclodextrin	oxidation: alpha-cyclodextrin	boolean	GO:0055114; CHEBI:40585	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40585	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alpha-d-glucose	oxidation: alpha-D-glucose	boolean	GO:0055114; CHEBI:17925	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17925	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alpha-d-glucose-6-phosphate	oxidation: alpha-D-glucose 6-phosphate	boolean	GO:0055114; CHEBI:17665	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17665	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alpha-hydroxybutyrate	oxidation: alpha-hydroxybutyrate	boolean	GO:0055114; CHEBI:64552	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64552	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-alpha-lactose	oxidation: alpha-lactose	boolean	GO:0055114; CHEBI:36219	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36219	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-ammonia	oxidation: ammonia	boolean	GO:0055114; CHEBI:16134	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16134	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-amp	oxidation: amp	boolean	GO:0055114; CHEBI:16027	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16027	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-amygdalin	oxidation: amygdalin	boolean	GO:0055114; CHEBI:27613	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27613	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-arabinitol	oxidation: arabinitol	boolean	GO:0055114; CHEBI:22605	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22605	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-arabinose	oxidation: arabinose	boolean	GO:0055114; CHEBI:22599	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22599	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-arbutin	oxidation: arbutin	boolean	GO:0055114; CHEBI:18305	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18305	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-arginine	oxidation: arginine	boolean	GO:0055114; CHEBI:29016	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29016	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-aztreonam	oxidation: aztreonam	boolean	GO:0055114; CHEBI:161680	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:161680	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-beta-cyclodextrin	oxidation: beta-cyclodextrin	boolean	GO:0055114; CHEBI:495055	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:495055	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-beta-d-glucuronic-acid	oxidation: beta-D-glucuronic acid	boolean	GO:0055114; CHEBI:28860	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28860	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-beta-hydroxybutyrate	oxidation: beta-hydroxybutyrate	boolean	GO:0055114; CHEBI:8295	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8295	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-bromosuccinate	oxidation: bromosuccinate	boolean	GO:0055114; CHEBI:73706	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73706	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-butanol	oxidation: butanol	boolean	GO:0055114; CHEBI:28885	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28885	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-butyrate	oxidation: butyrate	boolean	GO:0055114; CHEBI:17968	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17968	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-casamino-acids	oxidation: casamino acids	boolean	GO:0055114	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-casein	oxidation: casein	boolean	GO:0055114	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-cellobiose	oxidation: cellobiose	boolean	GO:0055114; CHEBI:17057	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17057	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-choline	oxidation: choline	boolean	GO:0055114; CHEBI:15354	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15354	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-cis-aconitate	oxidation: cis-aconitate	boolean	GO:0055114; CHEBI:16383	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16383	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-citrate	oxidation: citrate	boolean	GO:0055114; CHEBI:16947	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16947	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-citric-acid	oxidation: citric acid	boolean	GO:0055114; CHEBI:53258	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53258	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-alanine	oxidation: D-alanine	boolean	GO:0055114; CHEBI:15570	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15570	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-arabinose	oxidation: D-arabinose	boolean	GO:0055114; CHEBI:17108	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17108	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-arabitol	oxidation: D-arabitol	boolean	GO:0055114; CHEBI:18333	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18333	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-aspartate	oxidation: D-aspartate	boolean	GO:0055114; CHEBI:29990	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29990	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-fructose	oxidation: D-fructose	boolean	GO:0055114; CHEBI:15824	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15824	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-fructose-6-phosphate	oxidation: D-fructose 6-phosphate	boolean	GO:0055114; CHEBI:78697	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78697	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-fucose	oxidation: D-fucose	boolean	GO:0055114; CHEBI:28847	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28847	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-galactonate	oxidation: D-galactonate	boolean	GO:0055114; CHEBI:12931	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12931	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-galactonic-acid-lactone	oxidation: D-galactonic acid lactone	boolean	GO:0055114; CHEBI:15895	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15895	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-galactose	oxidation: D-galactose	boolean	GO:0055114; CHEBI:12936	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12936	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
